Working_Year,Designation,Experience,Employment_Status,Employee_Location,Company_Size,Remote_Working_Ratio,Salary_USD
2023.0,ML Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Analyst,SE,FT,US,M,100,125000.0
2023.0,Data Scientist,MI,FT,US,M,0,125000.0
2023.0,Data Strategist,SE,FT,US,M,100,125000.0
2023.0,Applied Scientist,MI,FT,US,M,0,125000.0
2023.0,Data Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Analyst,MI,FT,US,M,0,125000.0
2023.0,Research Engineer,SE,FT,US,M,0,125000.0
2023.0,Data Engineer,SE,FT,US,M,0,125000.0
2023.0,Data Engineer,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,125000.0
2023.0,Data Analyst,SE,FT,US,M,100,130000.0
2023.0,Data Operations Engineer,SE,FT,US,M,0,125000.0
2023.0,Research Engineer,MI,FT,US,M,100,130000.0
2023.0,Research Scientist,SE,FT,US,M,0,125000.0
2023.0,Data Engineer,SE,FT,US,L,0,123700.0
2023.0,Data Scientist,SE,FT,US,M,100,125000.0
2023.0,Data Engineer,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,SE,FT,US,M,100,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Analyst,SE,FT,US,M,100,125000.0
2023.0,Data Scientist,MI,FT,US,M,0,125000.0
2023.0,Business Intelligence Engineer,SE,FT,US,M,100,125000.0
2023.0,Data Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Analyst,SE,FT,US,M,100,125000.0
2023.0,Data Analyst,MI,FT,US,M,0,125000.0
2023.0,ML Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Analyst,EX,FT,US,M,0,125000.0
2023.0,Data Engineer,EX,FT,US,M,0,125000.0
2023.0,Data Scientist,SE,FT,US,M,0,125000.0
2023.0,Data Engineer,SE,FT,US,M,0,123000.0
2023.0,Data Engineer,SE,FT,US,M,0,125000.0
2023.0,Data Engineer,MI,FT,US,M,0,123000.0
2023.0,Data Management Specialist,SE,FT,US,M,0,123000.0
2023.0,Data Engineer,SE,FT,US,M,0,123000.0
2023.0,Data Engineer,SE,FT,US,M,0,123000.0
2023.0,Data Engineer,SE,FT,US,M,0,123000.0
2023.0,Data Engineer,SE,FT,US,M,0,123000.0
2023.0,Data Scientist,SE,FT,US,M,0,123000.0
2023.0,Data Engineer,SE,FT,US,M,0,123000.0
2023.0,Data Scientist,SE,FT,US,M,0,123000.0
2023.0,Data Analyst,MI,FT,US,M,100,123000.0
2023.0,Data Scientist,SE,FT,US,M,0,123000.0
2023.0,Data Analyst,MI,FT,US,M,0,125000.0
2023.0,Data Engineer,SE,FT,US,M,0,123000.0
2023.0,ML Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Engineer,MI,FT,US,M,0,123000.0
2023.0,Business Intelligence Analyst,MI,FT,US,M,0,125000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,MI,FT,US,M,0,130000.0
2023.0,Data Analyst,SE,FT,US,M,100,130000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,100,123600.0
2023.0,Data Engineer,MI,FT,US,M,0,130000.0
2023.0,Research Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Specialist,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,125000.0
2023.0,Data Engineer,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,MI,FT,US,M,0,123500.0
2023.0,Data Engineer,EX,FT,GB,M,100,123471.0
2023.0,Data Analyst,SE,FT,US,M,100,123400.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,L,0,123700.0
2023.0,Machine Learning Engineer,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,100,130000.0
2023.0,Machine Learning Engineer,MI,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,MI,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,0,130000.0
2023.0,Business Intelligence Engineer,SE,FT,US,M,100,125000.0
2023.0,Data Visualization Analyst,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,CA,M,0,125000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Data Scientist,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,100,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Lead,MI,FT,US,M,100,130000.0
2023.0,Data Analyst,SE,FT,US,M,100,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Analytics Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,MI,FT,US,M,100,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Research Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Science Engineer,MI,FT,US,M,100,130000.0
2023.0,Data Analyst,SE,FT,US,M,0,125000.0
2023.0,BI Analyst,SE,FT,US,M,0,125000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,125000.0
2023.0,Data Analyst,MI,FT,US,M,0,125000.0
2023.0,Data Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Engineer,EN,FT,US,M,0,125000.0
2023.0,Research Scientist,MI,FT,US,M,100,125000.0
2023.0,Data Analyst,SE,FT,US,M,0,125000.0
2023.0,Research Scientist,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,MI,FT,US,M,0,125000.0
2023.0,Machine Learning Scientist,MI,FT,US,S,0,125000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Manager,MI,FT,US,M,0,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Research Scientist,MI,FT,US,M,0,125000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Data Analyst,SE,FT,US,M,0,125000.0
2023.0,Data Developer,MI,FT,US,M,100,130000.0
2023.0,AI Developer,EN,FT,US,L,100,130000.0
2023.0,Data Analyst,SE,FT,US,M,100,125000.0
2023.0,Research Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,EN,FT,US,M,0,125000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Analyst,MI,FT,US,M,0,124000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Data Modeler,SE,FT,US,L,100,130000.0
2023.0,Data Engineer,SE,FT,US,M,100,124230.0
2023.0,Research Scientist,MI,FT,US,L,0,124100.0
2023.0,Research Scientist,MI,FT,US,L,0,124100.0
2023.0,Research Scientist,SE,FT,US,L,0,124100.0
2023.0,Research Scientist,SE,FT,US,L,0,124100.0
2023.0,Business Intelligence Engineer,SE,FT,US,L,0,124100.0
2023.0,Research Scientist,SE,FT,US,L,0,124100.0
2023.0,Data Analyst,SE,FT,US,M,0,124000.0
2023.0,Machine Learning Engineer,SE,FT,CA,M,0,124000.0
2023.0,AI Developer,SE,FT,US,M,0,124000.0
2023.0,Data Engineer,SE,FT,US,M,0,124000.0
2023.0,Data Scientist,SE,FT,US,M,100,124000.0
2023.0,MLOps Engineer,MI,FT,US,M,100,124000.0
2023.0,Data Scientist,SE,FT,NZ,M,0,124233.0
2023.0,Data Engineer,SE,FT,US,M,100,130000.0
2023.0,Data Scientist,EN,FT,US,M,0,124234.0
2023.0,Business Intelligence Analyst,SE,FT,US,M,100,124400.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,123906.0
2023.0,Data Analyst,SE,FT,US,M,100,123900.0
2023.0,Data Scientist,SE,FT,US,M,100,123900.0
2023.0,Data Scientist,SE,FT,US,M,0,130000.0
2023.0,Big Data Architect,SE,FT,GB,L,100,124999.0
2023.0,Data Engineer,SE,FT,US,M,0,124935.0
2023.0,Data Scientist,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,ZA,M,0,124935.0
2023.0,Data Engineer,SE,FT,US,M,0,124740.0
2023.0,Data Analyst,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,124740.0
2023.0,Data Scientist,SE,FT,US,M,0,124600.0
2023.0,Data Scientist,SE,FT,US,M,0,124600.0
2023.0,Data Engineer,SE,FT,US,M,0,124500.0
2023.0,Business Intelligence Analyst,SE,FT,US,M,100,124400.0
2023.0,Data Scientist,MI,FT,CA,S,100,130000.0
2023.0,Data Architect,SE,FT,US,M,100,125000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,125000.0
2023.0,Research Engineer,EN,FT,US,M,0,125000.0
2023.0,Data Scientist,MI,FT,CA,M,100,125000.0
2023.0,Data Engineer,EX,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Business Intelligence Engineer,SE,FT,US,M,100,130000.0
2023.0,Research Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Engineer,SE,FT,US,M,100,125000.0
2023.0,Data Scientist,SE,FT,US,M,0,125000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Analyst,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,MI,FT,US,M,100,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,0,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Data Analyst,EN,FT,US,M,0,125000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,EX,FT,US,M,0,130000.0
2023.0,Data Engineer,EX,FT,US,M,0,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,125000.0
2023.0,Data Analyst,SE,FT,US,M,100,130000.0
2023.0,Business Intelligence Engineer,SE,FT,US,M,100,130000.0
2023.0,Machine Learning Engineer,SE,FT,DE,M,100,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Research Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,EX,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,L,0,123700.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,SE,FT,US,M,100,130000.0
2023.0,Data Analyst,SE,FT,US,M,100,130000.0
2023.0,Data Engineer,SE,FT,US,L,0,123700.0
2023.0,Data Scientist,MI,FT,US,M,0,123740.0
2023.0,Research Scientist,MI,FT,US,M,0,130000.0
2023.0,Data Engineer,SE,FT,US,M,100,130000.0
2023.0,Applied Scientist,MI,FT,US,M,0,125000.0
2023.0,Business Intelligence Analyst,SE,FT,US,M,0,130000.0
2023.0,Data Engineer,MI,FT,US,M,100,130000.0
2023.0,Data Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Analyst,SE,FT,US,M,0,125000.0
2023.0,Research Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Analyst,SE,FT,US,M,0,125000.0
2023.0,Data Engineer,MI,FT,US,M,100,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Machine Learning Engineer,MI,FT,US,M,0,125000.0
2023.0,Research Scientist,EN,FT,US,M,0,125000.0
2023.0,Data Analyst,SE,FT,US,M,100,125000.0
2023.0,Data Engineer,MI,FT,US,M,0,125000.0
2023.0,Research Engineer,EN,FT,US,M,0,125000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Business Intelligence Analyst,SE,FT,US,M,0,125000.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,0,130000.0
2023.0,Machine Learning Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Machine Learning Scientist,MI,FT,US,M,0,125000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Manager,SE,FT,US,M,0,130000.0
2023.0,Analytics Engineer,SE,FT,US,M,0,123750.0
2023.0,Data Engineer,SE,FT,US,M,0,130000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,100,123800.0
2023.0,Data Scientist,MI,FT,US,M,100,123800.0
2023.0,Data Engineer,SE,FT,US,M,100,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Analyst,SE,FT,US,S,100,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Scientist,SE,FT,US,M,100,130000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,Data Scientist,SE,FT,US,L,0,122900.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Scientist,SE,FT,US,M,0,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Operations Manager,SE,FT,US,M,100,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Machine Learning Engineer,MI,FT,US,S,0,120000.0
2023.0,Analytics Engineer,SE,FT,US,M,0,120000.0
2023.0,AI Programmer,SE,FT,CA,M,100,120000.0
2023.0,Data Scientist,SE,FT,US,M,0,120000.0
2023.0,Data Analyst,SE,FT,CA,M,100,129000.0
2023.0,Data Engineer,SE,FT,US,M,100,129000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Analyst,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,120000.0
2023.0,ETL Developer,SE,FT,US,M,0,129100.0
2023.0,Data Analyst,SE,FT,US,M,0,129150.0
2023.0,Data Architect,SE,FT,US,M,0,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,100,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,MI,FT,US,M,0,128600.0
2023.0,Data Scientist,MI,FT,US,M,0,128750.0
2023.0,Data Scientist,MI,FT,US,M,0,128750.0
2023.0,AI Engineer,MI,FT,US,M,0,120000.0
2023.0,Data Analyst,SE,FT,US,M,100,120000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,Data Analytics Manager,MI,FT,US,M,0,120000.0
2023.0,Data Engineer,MI,FT,US,M,100,120000.0
2023.0,Data Analyst,SE,FT,US,M,100,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,128750.0
2023.0,Data Engineer,SE,FT,US,M,0,120750.0
2023.0,Research Scientist,SE,FT,US,M,100,120000.0
2023.0,Machine Learning Scientist,SE,FT,GB,M,0,120000.0
2023.0,Business Intelligence Engineer,SE,FT,US,M,100,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Engineer,SE,FT,US,M,0,129000.0
2023.0,Data Analyst,MI,FT,US,M,100,120000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,Data Scientist,SE,FT,US,M,0,121000.0
2023.0,Data Scientist,SE,FT,US,M,0,129300.0
2023.0,Data Engineer,SE,FT,US,M,0,129300.0
2023.0,Data Scientist,SE,FT,US,L,0,127300.0
2023.0,Data Scientist,SE,FT,US,L,0,127300.0
2023.0,Data Scientist,SE,FT,US,M,0,129300.0
2023.0,Machine Learning Infrastructure Engineer,SE,FT,US,M,0,127300.0
2023.0,Data Scientist,SE,FT,US,M,0,129300.0
2023.0,Data Engineer,SE,FT,US,M,0,129300.0
2023.0,Machine Learning Infrastructure Engineer,SE,FT,GB,M,0,127300.0
2023.0,Data Engineer,SE,FT,US,M,0,121000.0
2023.0,Data Scientist,SE,FT,US,M,0,129300.0
2023.0,Data Analyst,MI,FT,US,M,100,127075.0
2023.0,Data Analyst,SE,FT,US,M,100,127075.0
2023.0,Data Scientist,SE,FT,US,M,100,127000.0
2023.0,Data Manager,MI,FT,US,M,100,127000.0
2023.0,Analytics Engineer,SE,FT,US,M,0,127000.0
2023.0,Business Intelligence Engineer,SE,FT,CA,M,0,127000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,127000.0
2023.0,Data Engineer,SE,FT,US,M,0,121000.0
2023.0,Business Intelligence Analyst,SE,FT,US,M,0,127000.0
2023.0,Data Scientist,SE,FT,US,M,0,127000.0
2023.0,Data Analyst,SE,FT,US,M,100,120000.0
2023.0,Data Engineer,SE,FT,GB,M,100,120000.0
2023.0,Data Engineer,SE,FT,US,M,100,120000.0
2023.0,Data Analyst,MI,FT,US,M,0,120000.0
2023.0,Machine Learning Manager,SE,FT,DE,L,100,120000.0
2023.0,Research Scientist,SE,FT,US,M,0,120000.0
2023.0,Data Scientist,SE,FT,US,M,100,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,120000.0
2023.0,ML Engineer,MI,FT,US,M,0,120000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,121000.0
2023.0,Analytics Engineer,SE,FT,US,M,100,120000.0
2023.0,Data Engineer,MI,FT,US,M,0,120000.0
2023.0,Data Scientist,SE,FT,US,M,100,120000.0
2023.0,Data Analyst,SE,FT,US,M,100,120000.0
2023.0,Data Engineer,EN,FT,US,M,0,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,121000.0
2023.0,Data Engineer,SE,FT,US,M,0,121000.0
2023.0,AI Scientist,MI,FT,AU,L,100,121000.0
2023.0,Data Engineer,SE,FT,US,M,0,121000.0
2023.0,Data Engineer,MI,FT,US,M,0,121000.0
2023.0,Data Engineer,SE,FT,US,M,100,121000.0
2023.0,Data Analyst,MI,FT,US,M,0,121000.0
2023.0,Research Scientist,SE,FT,US,L,0,127300.0
2023.0,Research Scientist,SE,FT,US,L,0,127300.0
2023.0,Research Scientist,SE,FT,US,L,0,127300.0
2023.0,Research Scientist,EN,FT,US,M,100,120000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,Data Analyst,SE,FT,US,M,100,120000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,127876.0
2023.0,Data Engineer,MI,FT,CA,M,0,127900.0
2023.0,Data Scientist,SE,FT,US,M,0,127950.0
2023.0,Data Analyst,SE,FT,US,M,100,120350.0
2023.0,Data Analyst,SE,FT,US,M,100,120350.0
2023.0,Data Analyst,SE,FT,US,M,100,120350.0
2023.0,Data Analyst,SE,FT,US,M,100,120350.0
2023.0,Data Analyst,SE,FT,US,M,100,120350.0
2023.0,Data Engineer,SE,FT,GB,M,100,120500.0
2023.0,Data Engineer,SE,FT,US,M,100,128000.0
2023.0,Data Science Consultant,SE,FT,US,M,0,128000.0
2023.0,Data Engineer,SE,FT,US,M,0,128000.0
2023.0,Data Analyst,MI,FT,US,M,0,128000.0
2023.0,Data Engineer,SE,FT,US,M,0,128000.0
2023.0,Data Engineer,SE,FT,US,M,100,120500.0
2023.0,Data Analyst,SE,FT,US,M,100,120500.0
2023.0,Data Analyst,SE,FT,US,M,0,128000.0
2023.0,Data Engineer,SE,FT,US,M,0,128000.0
2023.0,Data Engineer,SE,FT,US,M,0,128000.0
2023.0,Data Engineer,MI,FT,US,M,0,128000.0
2023.0,Data Engineer,MI,FT,US,M,0,128000.0
2023.0,Data Analyst,SE,FT,US,M,0,120350.0
2023.0,Data Analyst,SE,FT,US,M,0,120350.0
2023.0,Data Analyst,SE,FT,US,M,0,120350.0
2023.0,Data Analyst,SE,FT,US,M,100,127876.0
2023.0,Data Management Analyst,EN,FT,US,M,0,120000.0
2023.0,AI Product Manager,SE,FT,IN,L,50,120000.0
2023.0,Business Intelligence Analyst,MI,FT,US,M,100,120000.0
2023.0,Business Intelligence Manager,MI,FT,US,M,0,120000.0
2023.0,Data Scientist,MI,FT,US,M,0,120000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,Business Intelligence Developer,SE,FT,US,M,100,120000.0
2023.0,Data Engineer,SE,FT,US,M,100,120000.0
2023.0,Data Scientist,SE,FT,US,M,100,120096.0
2023.0,Data Scientist,SE,FT,US,M,100,120160.0
2023.0,Data Engineer,MI,FT,US,M,0,128000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,120160.0
2023.0,Research Scientist,SE,FT,US,L,0,127300.0
2023.0,Data Analyst,SE,FT,US,M,100,120250.0
2023.0,Data Analyst,SE,FT,US,M,100,120250.0
2023.0,Data Scientist,SE,FT,US,M,100,127500.0
2023.0,Data Science Manager,SE,FT,US,M,100,127500.0
2023.0,Data Engineer,SE,FT,US,M,100,127600.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,127600.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,127600.0
2023.0,Analytics Engineer,SE,FT,US,M,100,127876.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,120250.0
2023.0,Data Scientist,SE,FT,GB,M,0,120250.0
2023.0,Business Intelligence Analyst,SE,FT,US,M,100,127000.0
2023.0,BI Developer,MI,FT,US,M,0,128000.0
2023.0,Data Scientist,SE,FT,US,M,100,128000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,100,128000.0
2023.0,Data Engineer,SE,FT,US,M,100,128000.0
2023.0,Data Analyst,MI,FT,US,M,0,128000.0
2023.0,Data Science Consultant,SE,FT,US,M,0,128100.0
2023.0,Data Science Consultant,SE,FT,US,M,0,128100.0
2023.0,Research Engineer,MI,FT,US,M,0,128167.0
2023.0,Research Engineer,MI,FT,US,M,0,128167.0
2023.0,Data Engineer,SE,FT,US,M,0,128250.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,128250.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,128280.0
2023.0,Data Product Manager,SE,FT,US,M,0,120000.0
2023.0,Data Analyst,SE,FT,US,M,0,128500.0
2023.0,Data Engineer,SE,FT,US,M,0,128500.0
2023.0,Data Scientist,SE,FT,US,M,0,128500.0
2023.0,Data Scientist,SE,FT,US,M,0,120000.0
2023.0,Data Analyst,MI,FT,US,M,0,120000.0
2023.0,Business Intelligence Analyst,MI,FT,US,M,100,120000.0
2023.0,Data Scientist,SE,FT,US,M,0,120000.0
2023.0,Data Scientist,MI,FT,US,M,0,120681.0
2023.0,Data Developer,MI,FT,US,M,100,120681.0
2023.0,Data Product Manager,SE,FT,US,M,0,120000.0
2023.0,Data Science Consultant,SE,FT,US,M,0,128000.0
2023.0,Data Analyst,SE,FT,CA,M,0,120000.0
2023.0,Analytics Engineer,SE,FT,US,M,100,128000.0
2023.0,Data Engineer,SE,FT,US,M,0,128000.0
2023.0,BI Developer,MI,FT,US,M,0,128000.0
2023.0,BI Developer,MI,FT,US,M,0,128000.0
2023.0,Data Analyst,SE,FT,US,M,0,128000.0
2023.0,Data Analyst,SE,FT,US,M,0,128000.0
2023.0,Data Engineer,SE,FT,US,M,0,128000.0
2023.0,Data Analyst,SE,FT,US,M,0,128000.0
2023.0,Data Analyst,MI,FT,US,M,0,128000.0
2023.0,Data Engineer,SE,FT,US,M,0,120000.0
2023.0,Data Science Manager,SE,FT,US,M,100,120000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,BI Developer,MI,FT,US,M,0,128000.0
2023.0,Analytics Engineer,MI,FT,US,M,0,120000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,Data Scientist,EX,FT,US,M,100,120000.0
2023.0,Data Scientist,SE,FT,US,M,0,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,128000.0
2023.0,Data Architect,SE,FT,US,M,0,128000.0
2023.0,Data Analyst,SE,FT,US,M,0,128000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,Data Analyst,MI,FT,US,M,0,120000.0
2023.0,Data Product Manager,SE,FT,US,M,0,120000.0
2023.0,Data Engineer,SE,FT,CA,M,100,120000.0
2023.0,Data Engineer,MI,FT,US,M,0,120000.0
2023.0,Data Architect,SE,FT,US,L,0,122900.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,127000.0
2023.0,Data Scientist,SE,FT,US,M,0,129300.0
2023.0,Head of Data Science,EX,FT,NL,L,50,122000.0
2023.0,Autonomous Vehicle Technician,MI,FT,GB,M,50,120000.0
2023.0,Data Analyst,SE,FT,GB,M,0,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,120000.0
2023.0,Data Analyst,SE,FT,US,M,100,120000.0
2023.0,Data Scientist,MI,FT,US,M,0,122000.0
2023.0,Data Scientist,SE,FT,US,M,0,120000.0
2023.0,Data Scientist,SE,FT,US,M,0,122000.0
2023.0,Data Analyst,SE,FT,US,M,0,120000.0
2023.0,AI Scientist,MI,FT,DE,M,100,120000.0
2023.0,Data Engineer,SE,FT,US,M,0,120000.0
2023.0,Data Engineer,MI,FT,CA,M,100,122000.0
2023.0,ML Engineer,MI,FT,US,M,0,125000.0
2023.0,Data Analyst,SE,FT,US,M,100,125000.0
2023.0,Data Engineer,SE,FT,US,M,0,122000.0
2023.0,Data Engineer,SE,FT,US,M,0,122000.0
2023.0,Data Science Consultant,SE,FT,US,M,0,125000.0
2023.0,Data Analyst,MI,FT,US,M,100,125000.0
2023.0,Machine Learning Engineer,MI,FT,US,M,100,125000.0
2023.0,Data Engineer,SE,FT,US,M,0,120000.0
2023.0,Data Scientist,SE,FT,CA,M,100,120000.0
2023.0,Data Scientist,SE,FT,US,M,0,122000.0
2023.0,Data Science Consultant,SE,FT,US,M,0,122000.0
2023.0,Data Engineer,MI,FT,US,M,0,120000.0
2023.0,Data Engineer,MI,FT,US,M,0,120000.0
2023.0,Machine Learning Engineer,SE,FT,US,M,0,126000.0
2023.0,Data Scientist,SE,FT,US,M,0,125760.0
2023.0,Data Architect,SE,FT,US,M,0,125600.0
2023.0,Data Engineer,SE,FT,US,M,0,122000.0
2023.0,Data Analyst,SE,FT,US,M,0,125600.0
2023.0,Data Science Consultant,SE,FT,US,M,0,122000.0
2023.0,Data Analyst,SE,FT,US,M,0,122000.0
2023.0,Data Analyst,SE,FT,US,M,100,122000.0
